STUDENT,conner@usc.edu,1,test,NULL,Conner,Frey,University of Southern California,,,1,2/26/16 15:18,2/26/16 15:18
STUDENT,zeff@usc.edu,1,test,NULL,Zach,Zeff,University of Southern California,,,2,2/27/16 15:18,2/27/16 15:18
STUDENT,kintz@usc.edu,1,test,NULL,"Sonya",Kintz ,University of Southern California,,,3,2/28/16 15:18,2/28/16 15:18
STUDENT,gossage@usc.edu,1,test,NULL,Latrisha,Gossage,University of Southern California,,,4,2/29/16 15:18,2/29/16 15:18
STUDENT,torrey@usc.edu,1,test,NULL,Crissy ,Torrey,University of Southern California,,,5,3/1/16 15:18,3/1/16 15:18
STUDENT,amo@usc.edu,1,test,NULL,Janetta   ,Amo,University of Southern California,,,6,3/2/16 15:18,3/2/16 15:18
STUDENT,mcilwain@usc.edu,1,test,NULL,Filiberto ,Mcilwain,University of Southern California,,,7,3/3/16 15:18,3/3/16 15:18
STUDENT,alexandre@usc.edu,1,test,NULL,Rebecca ,Alexandre,University of Southern California,,,8,3/4/16 15:18,3/4/16 15:18
STUDENT,nelsen@usc.edu,1,test,NULL,Denae ,Nelsen,University of Southern California,,,9,3/5/16 15:18,3/5/16 15:18
STUDENT,duren@usc.edu,1,test,NULL,Karisa  ,Duren,University of Southern California,,,10,3/6/16 15:18,3/6/16 15:18
STUDENT,krahn@usc.edu,1,test,NULL,Luanna,Krahn,University of Southern California,,,11,3/7/16 15:18,3/7/16 15:18
STUDENT,pilon@usc.edu,1,test,NULL,Mireya ,Pilon,University of Southern California,,,12,3/8/16 15:18,3/8/16 15:18
STUDENT,fitzsimmons@usc.edu,1,test,NULL,Ming ,Fitzsimmons,University of Southern California,,,13,3/9/16 15:18,3/9/16 15:18
STUDENT,conlon@usc.edu,1,test,NULL,Latrice  ,Conlon,University of Southern California,,,14,3/10/16 15:18,3/10/16 15:18
STUDENT,loaiza@usc.edu,1,test,NULL,Jules ,Loaiza,University of Southern California,,,15,3/11/16 15:18,3/11/16 15:18
STUDENT,kunst@usc.edu,1,test,NULL,Chantal   ,Kunst,University of Southern California,,,16,3/12/16 15:18,3/12/16 15:18
STUDENT,brickley@usc.edu,1,test,NULL,Season ,Brickley,University of Southern California,,,17,3/13/16 15:18,3/13/16 15:18
STUDENT,backlund@usc.edu,1,test,NULL,Rae  ,Backlund,University of Southern California,,,18,3/14/16 15:18,3/14/16 15:18
STUDENT,rolph@usc.edu,1,test,NULL,Ryan  ,Rolph,University of Southern California,,,19,3/15/16 15:18,3/15/16 15:18
STUDENT,jordahl@usc.edu,1,test,NULL,Tandy ,Jordahl ,University of Southern California,,,20,3/16/16 15:18,3/16/16 15:18
STUDENT,jones@usc.edu,1,test,NULL,Ciara  ,Jones,University of Southern California,,,21,3/17/16 15:18,3/17/16 15:18
STUDENT,rivas@usc.edu,1,test,NULL,Nila  ,Rivas,University of Southern California,,,22,3/18/16 15:18,3/18/16 15:18
STUDENT,derouen@usc.edu,1,test,NULL,Hayley ,Derouen,University of Southern California,,,23,3/19/16 15:18,3/19/16 15:18
STUDENT,plowden@usc.edu,1,test,NULL,Danyell  ,Plowden,University of Southern California,,,24,3/20/16 15:18,3/20/16 15:18
STUDENT,kellner@usc.edu,1,test,NULL,Lyman  ,Kellner,University of Southern California,,,25,3/21/16 15:18,3/21/16 15:18
STUDENT,flippin@usc.edu,1,test,NULL,German  ,Flippin,University of Southern California,,,26,3/22/16 15:18,3/22/16 15:18
STUDENT,mincks@usc.edu,1,test,NULL,Ayana ,Mincks ,University of Southern California,,,27,3/23/16 15:18,3/23/16 15:18
STUDENT,bickers@usc.edu,1,test,NULL,Elvia  ,Bickers,University of Southern California,,,28,3/24/16 15:18,3/24/16 15:18
STUDENT,serra@usc.edu,1,test,NULL,Elfriede  ,Serra,University of Southern California,,,29,3/25/16 15:18,3/25/16 15:18
STUDENT,borst@usc.edu,1,test,NULL,Daniel,Borst  ,University of Southern California,,,30,3/26/16 15:18,3/26/16 15:18
STUDENT,smalley@usc.edu,1,test,NULL,Halina  ,Smalley,University of Southern California,,,31,3/27/16 15:18,3/27/16 15:18
STUDENT,staudt@usc.edu,1,test,NULL,Nakesha  ,Staudt,University of Southern California,,,32,3/28/16 15:18,3/28/16 15:18
STUDENT,conkling@usc.edu,1,test,NULL,Desiree ,Conkling,University of Southern California,,,33,3/29/16 15:18,3/29/16 15:18
STUDENT,ledesma@usc.edu,1,test,NULL,Louis ,Ledesma,University of Southern California,,,34,3/30/16 15:18,3/30/16 15:18
STUDENT,templin@usc.edu,1,test,NULL,Annalisa,Templin  ,University of Southern California,,,35,3/31/16 15:18,3/31/16 15:18
STUDENT,bova@usc.edu,1,test,NULL,Ray  ,Bova,University of Southern California,,,36,4/1/16 15:18,4/1/16 15:18
STUDENT,afanador@usc.edu,1,test,NULL,Akilah  ,Afanador,University of Southern California,,,37,4/2/16 15:18,4/2/16 15:18
STUDENT,pietila@usc.edu,1,test,NULL,Nadene,Pietila  ,University of Southern California,,,38,4/3/16 15:18,4/3/16 15:18
STUDENT,line@usc.edu,1,test,NULL,Elke  ,Line,University of Southern California,,,39,4/4/16 15:18,4/4/16 15:18
STUDENT,roza@usc.edu,1,test,NULL,Ladonna ,Roza,University of Southern California,,,40,4/5/16 15:18,4/5/16 15:18
STUDENT,heyer@usc.edu,1,test,NULL,Sabrina  ,Heyer,University of Southern California,,,41,4/6/16 15:18,4/6/16 15:18
STUDENT,pompey@usc.edu,1,test,NULL,Concepcion  ,Pompey,University of Southern California,,,42,4/7/16 15:18,4/7/16 15:18
STUDENT,draughn@usc.edu,1,test,NULL,Cammy  ,Draughn,University of Southern California,,,43,4/8/16 15:18,4/8/16 15:18
STUDENT,manier@usc.edu,1,test,NULL,Marlyn,Manier  ,University of Southern California,,,44,4/9/16 15:18,4/9/16 15:18
STUDENT,rommel@usc.edu,1,test,NULL,Matha  ,Rommel,University of Southern California,,,45,4/10/16 15:18,4/10/16 15:18
STUDENT,meaders@usc.edu,1,test,NULL,Tesha,Meaders  ,University of Southern California,,,46,4/11/16 15:18,4/11/16 15:18
STUDENT,krout@usc.edu,1,test,NULL,Bernardina ,Krout ,University of Southern California,,,47,4/12/16 15:18,4/12/16 15:18
STUDENT,slocumb@usc.edu,1,test,NULL,Zane  ,Slocumb  ,University of Southern California,,,48,4/13/16 15:18,4/13/16 15:18
STUDENT,burmeister@usc.edu,1,test,NULL,Tommy  ,Burmeister,University of Southern California,,,49,4/14/16 15:18,4/14/16 15:18
STUDENT,keys@usc.edu,1,test,NULL,Susie  ,Keys,University of Southern California,,,50,4/15/16 15:18,4/15/16 15:18
